Linea de Error
"07/03/2025 23:36:41.954 | 211993067629220 | 164 | STUDIOF_PRD | INF | STUDIOF_PRD\pos539c1 | Cegid.Framework.Data | SqlService | [NATIVE] INSERT JOURNALEVENT (GHE_NUMERO, GHE_CODESITE, GHE_ETABLISSEMENT, GHE_NIVEAU1, GHE_NIVEAU2, GHE_NIVEAU3, GHE_PRODUIT, GHE_EXECUTABLE, GHE_RESUME, GHE_BLOCNOTES, GHE_STATUTEVENT, GHE_VISA, GHE_FICHIER, GHE_NBTRAITE, GHE_NBERREUR, GHE_NBTOTAL, GHE_RECHTABLETTE, GHE_VALTABLETTE, GHE_COMMERCIAL, GHE_DATEINTEGR, GHE_DATEDEBUT, GHE_DATEFIN, GHE_DUREE, GHE_CREATEUR, GHE_DATECREATION, GHE_UTILISATEUR, GHE_DATEMODIF ) VALUES(@param0, @param1, @param1, @param2, @param3, @param4, @param5, @param6, @param7, @param8, @param9, @param10, @param11, @param12, @param12, @param12, @param11, @param11, @param11, @param13, @param13, @param13, @param14, @param15, @param16, @param15, @param16 )"
"07/03/2025 23:36:42.469 | 211993072805453 | 127 | STUDIOF_PRD | INF | STUDIOF_PRD\pos583c2 | Cegid.Framework.Data | SqlService | [PGI]  SELECT US_UTILISATEUR,US_LIBELLE,US_GROUPE,US_ABREGE,US_DOMAINEAUTHENT,US_EMAIL,US_SUPERVISEUR,US_FONCTION,US_PRESENT,US_DESACTIVE,US_DATECONNEXION,US_IDEMPOTENCYID,USC_ETABLISSEMENT,USC_DEPOT,USC_DOMAINE,USC_PRFCULTUREL,USC_PRFCULTURELFO,USC_IMPRIMANTE,USC_AFFINDIC,USC_AFFTACHE,USC_RESTR0,USC_RESTR1,USC_RESTR7,USC_RESTR9,USC_RESTR2,USC_RESTR3,USC_RESTR5,USC_RESTR8,USC_RESTR6,USC_RESTR4,USC_PROFILRESCLI,USC_DOMAINES,USC_DOMAINESMODIF,USC_GRPDEMARQUELST,USC_FAMILLECOND,USC_FAMILLE3,USC_FAMILLE4,USC_FAMILLE5,USC_FAMILLE6,USC_FAMILLE12,USC_FAMILLE7,USC_FAMILLE8,USC_FAMILLE9,USC_FAMILLE10,USC_FAMILLE11,USC_TARIFACH,USC_TARIFVTEHT,USC_TARIFVTETTC,USC_PRGTARIFACH,USC_PRGTARIFVTEHT,USC_PRGTARIFVTETTC,USC_USECLASSIFART,USC_CLASSIFART,USC_USECLASSIFCLI,USC_CLASSIFCLI,USC_USECHPSART,USC_CHPSART,USC_USECHPSCLI,USC_CHPSCLI,USC_USECHPSFOU,USC_CHPSFOU,USC_USECHPSETA,USC_CHPSETA,USC_USECHPSCOM,USC_CHPSCOM,USC_USECHPSSAV,USC_CHPSSAV,USC_USECHPSDOC,USC_CHPSDOC,USC_LIBREUSER1,USC_LIBREUSER2,USC_LIBREUSER3,USC_DATEEXPIRE,USC_ANNUAIREEXT,USC_ANNUAIREEXTDET,USC_CASHIERROLE,USC_SALESPERSONROLE,USC_SALESPERSONID,USC_IMMUTABLEID,USC_REGISTRATIONAUTH,MWD_DATEVALID,MWD_DISABLE,MWD_ESSAI,MWP_BLOCAGE,ET_LIBELLE,UG_LIBELLE FROM UTILISAT LEFT OUTER JOIN UTILISATCOMPL ON US_UTILISATEUR = USC_UTILISATEUR  LEFT OUTER JOIN MPERSPWD ON US_UTILISATEUR = MWD_PERSONNE  AND  MWD_TYPEPERSONNE = @param0  LEFT OUTER JOIN USERGRP ON US_GROUPE = UG_GROUPE  LEFT OUTER JOIN MPARAMPWD ON UG_STRATEGIE = MWP_STRATEGIE  LEFT OUTER JOIN ETABLISS ON USC_ETABLISSEMENT = ET_ETABLISSEMENT  WHERE  US_UTILISATEUR = @param1"
"07/03/2025 23:36:45.821 | 211993106334202 | 127 | STUDIOF_PRD | INF | STUDIOF_PRD\POS601C2 | Cegid.Framework.Data | SqlService | [PGI]  SELECT US_UTILISATEUR,US_LIBELLE,US_GROUPE,US_ABREGE,US_DOMAINEAUTHENT,US_EMAIL,US_SUPERVISEUR,US_FONCTION,US_PRESENT,US_DESACTIVE,US_DATECONNEXION,US_IDEMPOTENCYID,USC_ETABLISSEMENT,USC_DEPOT,USC_DOMAINE,USC_PRFCULTUREL,USC_PRFCULTURELFO,USC_IMPRIMANTE,USC_AFFINDIC,USC_AFFTACHE,USC_RESTR0,USC_RESTR1,USC_RESTR7,USC_RESTR9,USC_RESTR2,USC_RESTR3,USC_RESTR5,USC_RESTR8,USC_RESTR6,USC_RESTR4,USC_PROFILRESCLI,USC_DOMAINES,USC_DOMAINESMODIF,USC_GRPDEMARQUELST,USC_FAMILLECOND,USC_FAMILLE3,USC_FAMILLE4,USC_FAMILLE5,USC_FAMILLE6,USC_FAMILLE12,USC_FAMILLE7,USC_FAMILLE8,USC_FAMILLE9,USC_FAMILLE10,USC_FAMILLE11,USC_TARIFACH,USC_TARIFVTEHT,USC_TARIFVTETTC,USC_PRGTARIFACH,USC_PRGTARIFVTEHT,USC_PRGTARIFVTETTC,USC_USECLASSIFART,USC_CLASSIFART,USC_USECLASSIFCLI,USC_CLASSIFCLI,USC_USECHPSART,USC_CHPSART,USC_USECHPSCLI,USC_CHPSCLI,USC_USECHPSFOU,USC_CHPSFOU,USC_USECHPSETA,USC_CHPSETA,USC_USECHPSCOM,USC_CHPSCOM,USC_USECHPSSAV,USC_CHPSSAV,USC_USECHPSDOC,USC_CHPSDOC,USC_LIBREUSER1,USC_LIBREUSER2,USC_LIBREUSER3,USC_DATEEXPIRE,USC_ANNUAIREEXT,USC_ANNUAIREEXTDET,USC_CASHIERROLE,USC_SALESPERSONROLE,USC_SALESPERSONID,USC_IMMUTABLEID,USC_REGISTRATIONAUTH,MWD_DATEVALID,MWD_DISABLE,MWD_ESSAI,MWP_BLOCAGE,ET_LIBELLE,UG_LIBELLE FROM UTILISAT LEFT OUTER JOIN UTILISATCOMPL ON US_UTILISATEUR = USC_UTILISATEUR  LEFT OUTER JOIN MPERSPWD ON US_UTILISATEUR = MWD_PERSONNE  AND  MWD_TYPEPERSONNE = @param0  LEFT OUTER JOIN USERGRP ON US_GROUPE = UG_GROUPE  LEFT OUTER JOIN MPARAMPWD ON UG_STRATEGIE = MWP_STRATEGIE  LEFT OUTER JOIN ETABLISS ON USC_ETABLISSEMENT = ET_ETABLISSEMENT  WHERE  US_UTILISATEUR = @param1"
"07/03/2025 23:36:46.965 | 211993117652107 | 178 | STUDIOF_PRD | INF | STUDIOF_PRD\POS768C1 | Cegid.Framework.Data | SqlService | [PGI]  SELECT US_UTILISATEUR,US_LIBELLE,US_GROUPE,US_ABREGE,US_DOMAINEAUTHENT,US_EMAIL,US_SUPERVISEUR,US_FONCTION,US_PRESENT,US_DESACTIVE,US_DATECONNEXION,US_IDEMPOTENCYID,USC_ETABLISSEMENT,USC_DEPOT,USC_DOMAINE,USC_PRFCULTUREL,USC_PRFCULTURELFO,USC_IMPRIMANTE,USC_AFFINDIC,USC_AFFTACHE,USC_RESTR0,USC_RESTR1,USC_RESTR7,USC_RESTR9,USC_RESTR2,USC_RESTR3,USC_RESTR5,USC_RESTR8,USC_RESTR6,USC_RESTR4,USC_PROFILRESCLI,USC_DOMAINES,USC_DOMAINESMODIF,USC_GRPDEMARQUELST,USC_FAMILLECOND,USC_FAMILLE3,USC_FAMILLE4,USC_FAMILLE5,USC_FAMILLE6,USC_FAMILLE12,USC_FAMILLE7,USC_FAMILLE8,USC_FAMILLE9,USC_FAMILLE10,USC_FAMILLE11,USC_TARIFACH,USC_TARIFVTEHT,USC_TARIFVTETTC,USC_PRGTARIFACH,USC_PRGTARIFVTEHT,USC_PRGTARIFVTETTC,USC_USECLASSIFART,USC_CLASSIFART,USC_USECLASSIFCLI,USC_CLASSIFCLI,USC_USECHPSART,USC_CHPSART,USC_USECHPSCLI,USC_CHPSCLI,USC_USECHPSFOU,USC_CHPSFOU,USC_USECHPSETA,USC_CHPSETA,USC_USECHPSCOM,USC_CHPSCOM,USC_USECHPSSAV,USC_CHPSSAV,USC_USECHPSDOC,USC_CHPSDOC,USC_LIBREUSER1,USC_LIBREUSER2,USC_LIBREUSER3,USC_DATEEXPIRE,USC_ANNUAIREEXT,USC_ANNUAIREEXTDET,USC_CASHIERROLE,USC_SALESPERSONROLE,USC_SALESPERSONID,USC_IMMUTABLEID,USC_REGISTRATIONAUTH,MWD_DATEVALID,MWD_DISABLE,MWD_ESSAI,MWP_BLOCAGE,ET_LIBELLE,UG_LIBELLE FROM UTILISAT LEFT OUTER JOIN UTILISATCOMPL ON US_UTILISATEUR = USC_UTILISATEUR  LEFT OUTER JOIN MPERSPWD ON US_UTILISATEUR = MWD_PERSONNE  AND  MWD_TYPEPERSONNE = @param0  LEFT OUTER JOIN USERGRP ON US_GROUPE = UG_GROUPE  LEFT OUTER JOIN MPARAMPWD ON UG_STRATEGIE = MWP_STRATEGIE  LEFT OUTER JOIN ETABLISS ON USC_ETABLISSEMENT = ET_ETABLISSEMENT  WHERE  US_UTILISATEUR = @param1"
"07/03/2025 23:36:49.900 | 211993147053015 | 127 | STUDIOF_PRD | INF | STUDIOF_PRD\POS291C1 | Cegid.Framework.Data | SqlService | [PGI]  SELECT US_UTILISATEUR,US_LIBELLE,US_GROUPE,US_ABREGE,US_DOMAINEAUTHENT,US_EMAIL,US_SUPERVISEUR,US_FONCTION,US_PRESENT,US_DESACTIVE,US_DATECONNEXION,US_IDEMPOTENCYID,USC_ETABLISSEMENT,USC_DEPOT,USC_DOMAINE,USC_PRFCULTUREL,USC_PRFCULTURELFO,USC_IMPRIMANTE,USC_AFFINDIC,USC_AFFTACHE,USC_RESTR0,USC_RESTR1,USC_RESTR7,USC_RESTR9,USC_RESTR2,USC_RESTR3,USC_RESTR5,USC_RESTR8,USC_RESTR6,USC_RESTR4,USC_PROFILRESCLI,USC_DOMAINES,USC_DOMAINESMODIF,USC_GRPDEMARQUELST,USC_FAMILLECOND,USC_FAMILLE3,USC_FAMILLE4,USC_FAMILLE5,USC_FAMILLE6,USC_FAMILLE12,USC_FAMILLE7,USC_FAMILLE8,USC_FAMILLE9,USC_FAMILLE10,USC_FAMILLE11,USC_TARIFACH,USC_TARIFVTEHT,USC_TARIFVTETTC,USC_PRGTARIFACH,USC_PRGTARIFVTEHT,USC_PRGTARIFVTETTC,USC_USECLASSIFART,USC_CLASSIFART,USC_USECLASSIFCLI,USC_CLASSIFCLI,USC_USECHPSART,USC_CHPSART,USC_USECHPSCLI,USC_CHPSCLI,USC_USECHPSFOU,USC_CHPSFOU,USC_USECHPSETA,USC_CHPSETA,USC_USECHPSCOM,USC_CHPSCOM,USC_USECHPSSAV,USC_CHPSSAV,USC_USECHPSDOC,USC_CHPSDOC,USC_LIBREUSER1,USC_LIBREUSER2,USC_LIBREUSER3,USC_DATEEXPIRE,USC_ANNUAIREEXT,USC_ANNUAIREEXTDET,USC_CASHIERROLE,USC_SALESPERSONROLE,USC_SALESPERSONID,USC_IMMUTABLEID,USC_REGISTRATIONAUTH,MWD_DATEVALID,MWD_DISABLE,MWD_ESSAI,MWP_BLOCAGE,ET_LIBELLE,UG_LIBELLE FROM UTILISAT LEFT OUTER JOIN UTILISATCOMPL ON US_UTILISATEUR = USC_UTILISATEUR  LEFT OUTER JOIN MPERSPWD ON US_UTILISATEUR = MWD_PERSONNE  AND  MWD_TYPEPERSONNE = @param0  LEFT OUTER JOIN USERGRP ON US_GROUPE = UG_GROUPE  LEFT OUTER JOIN MPARAMPWD ON UG_STRATEGIE = MWP_STRATEGIE  LEFT OUTER JOIN ETABLISS ON USC_ETABLISSEMENT = ET_ETABLISSEMENT  WHERE  US_UTILISATEUR = @param1"
"07/03/2025 23:36:50.275 | 211993150864425 | 127 | STUDIOF_PRD | INF | STUDIOF_PRD\Pos585c1 | Cegid.Framework.Data | SqlService | [PGI]  SELECT US_UTILISATEUR,US_LIBELLE,US_GROUPE,US_ABREGE,US_DOMAINEAUTHENT,US_EMAIL,US_SUPERVISEUR,US_FONCTION,US_PRESENT,US_DESACTIVE,US_DATECONNEXION,US_IDEMPOTENCYID,USC_ETABLISSEMENT,USC_DEPOT,USC_DOMAINE,USC_PRFCULTUREL,USC_PRFCULTURELFO,USC_IMPRIMANTE,USC_AFFINDIC,USC_AFFTACHE,USC_RESTR0,USC_RESTR1,USC_RESTR7,USC_RESTR9,USC_RESTR2,USC_RESTR3,USC_RESTR5,USC_RESTR8,USC_RESTR6,USC_RESTR4,USC_PROFILRESCLI,USC_DOMAINES,USC_DOMAINESMODIF,USC_GRPDEMARQUELST,USC_FAMILLECOND,USC_FAMILLE3,USC_FAMILLE4,USC_FAMILLE5,USC_FAMILLE6,USC_FAMILLE12,USC_FAMILLE7,USC_FAMILLE8,USC_FAMILLE9,USC_FAMILLE10,USC_FAMILLE11,USC_TARIFACH,USC_TARIFVTEHT,USC_TARIFVTETTC,USC_PRGTARIFACH,USC_PRGTARIFVTEHT,USC_PRGTARIFVTETTC,USC_USECLASSIFART,USC_CLASSIFART,USC_USECLASSIFCLI,USC_CLASSIFCLI,USC_USECHPSART,USC_CHPSART,USC_USECHPSCLI,USC_CHPSCLI,USC_USECHPSFOU,USC_CHPSFOU,USC_USECHPSETA,USC_CHPSETA,USC_USECHPSCOM,USC_CHPSCOM,USC_USECHPSSAV,USC_CHPSSAV,USC_USECHPSDOC,USC_CHPSDOC,USC_LIBREUSER1,USC_LIBREUSER2,USC_LIBREUSER3,USC_DATEEXPIRE,USC_ANNUAIREEXT,USC_ANNUAIREEXTDET,USC_CASHIERROLE,USC_SALESPERSONROLE,USC_SALESPERSONID,USC_IMMUTABLEID,USC_REGISTRATIONAUTH,MWD_DATEVALID,MWD_DISABLE,MWD_ESSAI,MWP_BLOCAGE,ET_LIBELLE,UG_LIBELLE FROM UTILISAT LEFT OUTER JOIN UTILISATCOMPL ON US_UTILISATEUR = USC_UTILISATEUR  LEFT OUTER JOIN MPERSPWD ON US_UTILISATEUR = MWD_PERSONNE  AND  MWD_TYPEPERSONNE = @param0  LEFT OUTER JOIN USERGRP ON US_GROUPE = UG_GROUPE  LEFT OUTER JOIN MPARAMPWD ON UG_STRATEGIE = MWP_STRATEGIE  LEFT OUTER JOIN ETABLISS ON USC_ETABLISSEMENT = ET_ETABLISSEMENT  WHERE  US_UTILISATEUR = @param1"
"07/03/2025 23:37:01.820 | 211993266192490 | 127 | STUDIOF_PRD | INF | STUDIOF_PRD\pos692c2 | Cegid.Framework.Data | SqlService | [PGI]  SELECT US_UTILISATEUR,US_LIBELLE,US_GROUPE,US_ABREGE,US_DOMAINEAUTHENT,US_EMAIL,US_SUPERVISEUR,US_FONCTION,US_PRESENT,US_DESACTIVE,US_DATECONNEXION,US_IDEMPOTENCYID,USC_ETABLISSEMENT,USC_DEPOT,USC_DOMAINE,USC_PRFCULTUREL,USC_PRFCULTURELFO,USC_IMPRIMANTE,USC_AFFINDIC,USC_AFFTACHE,USC_RESTR0,USC_RESTR1,USC_RESTR7,USC_RESTR9,USC_RESTR2,USC_RESTR3,USC_RESTR5,USC_RESTR8,USC_RESTR6,USC_RESTR4,USC_PROFILRESCLI,USC_DOMAINES,USC_DOMAINESMODIF,USC_GRPDEMARQUELST,USC_FAMILLECOND,USC_FAMILLE3,USC_FAMILLE4,USC_FAMILLE5,USC_FAMILLE6,USC_FAMILLE12,USC_FAMILLE7,USC_FAMILLE8,USC_FAMILLE9,USC_FAMILLE10,USC_FAMILLE11,USC_TARIFACH,USC_TARIFVTEHT,USC_TARIFVTETTC,USC_PRGTARIFACH,USC_PRGTARIFVTEHT,USC_PRGTARIFVTETTC,USC_USECLASSIFART,USC_CLASSIFART,USC_USECLASSIFCLI,USC_CLASSIFCLI,USC_USECHPSART,USC_CHPSART,USC_USECHPSCLI,USC_CHPSCLI,USC_USECHPSFOU,USC_CHPSFOU,USC_USECHPSETA,USC_CHPSETA,USC_USECHPSCOM,USC_CHPSCOM,USC_USECHPSSAV,USC_CHPSSAV,USC_USECHPSDOC,USC_CHPSDOC,USC_LIBREUSER1,USC_LIBREUSER2,USC_LIBREUSER3,USC_DATEEXPIRE,USC_ANNUAIREEXT,USC_ANNUAIREEXTDET,USC_CASHIERROLE,USC_SALESPERSONROLE,USC_SALESPERSONID,USC_IMMUTABLEID,USC_REGISTRATIONAUTH,MWD_DATEVALID,MWD_DISABLE,MWD_ESSAI,MWP_BLOCAGE,ET_LIBELLE,UG_LIBELLE FROM UTILISAT LEFT OUTER JOIN UTILISATCOMPL ON US_UTILISATEUR = USC_UTILISATEUR  LEFT OUTER JOIN MPERSPWD ON US_UTILISATEUR = MWD_PERSONNE  AND  MWD_TYPEPERSONNE = @param0  LEFT OUTER JOIN USERGRP ON US_GROUPE = UG_GROUPE  LEFT OUTER JOIN MPARAMPWD ON UG_STRATEGIE = MWP_STRATEGIE  LEFT OUTER JOIN ETABLISS ON USC_ETABLISSEMENT = ET_ETABLISSEMENT  WHERE  US_UTILISATEUR = @param1"
"07/03/2025 23:37:01.898 | 211993267030629 | 178 | STUDIOF_PRD | INF | STUDIOF_PRD\pos662c2 | Cegid.Framework.Data | SqlService | [PGI]  SELECT US_UTILISATEUR,US_LIBELLE,US_GROUPE,US_ABREGE,US_DOMAINEAUTHENT,US_EMAIL,US_SUPERVISEUR,US_FONCTION,US_PRESENT,US_DESACTIVE,US_DATECONNEXION,US_IDEMPOTENCYID,USC_ETABLISSEMENT,USC_DEPOT,USC_DOMAINE,USC_PRFCULTUREL,USC_PRFCULTURELFO,USC_IMPRIMANTE,USC_AFFINDIC,USC_AFFTACHE,USC_RESTR0,USC_RESTR1,USC_RESTR7,USC_RESTR9,USC_RESTR2,USC_RESTR3,USC_RESTR5,USC_RESTR8,USC_RESTR6,USC_RESTR4,USC_PROFILRESCLI,USC_DOMAINES,USC_DOMAINESMODIF,USC_GRPDEMARQUELST,USC_FAMILLECOND,USC_FAMILLE3,USC_FAMILLE4,USC_FAMILLE5,USC_FAMILLE6,USC_FAMILLE12,USC_FAMILLE7,USC_FAMILLE8,USC_FAMILLE9,USC_FAMILLE10,USC_FAMILLE11,USC_TARIFACH,USC_TARIFVTEHT,USC_TARIFVTETTC,USC_PRGTARIFACH,USC_PRGTARIFVTEHT,USC_PRGTARIFVTETTC,USC_USECLASSIFART,USC_CLASSIFART,USC_USECLASSIFCLI,USC_CLASSIFCLI,USC_USECHPSART,USC_CHPSART,USC_USECHPSCLI,USC_CHPSCLI,USC_USECHPSFOU,USC_CHPSFOU,USC_USECHPSETA,USC_CHPSETA,USC_USECHPSCOM,USC_CHPSCOM,USC_USECHPSSAV,USC_CHPSSAV,USC_USECHPSDOC,USC_CHPSDOC,USC_LIBREUSER1,USC_LIBREUSER2,USC_LIBREUSER3,USC_DATEEXPIRE,USC_ANNUAIREEXT,USC_ANNUAIREEXTDET,USC_CASHIERROLE,USC_SALESPERSONROLE,USC_SALESPERSONID,USC_IMMUTABLEID,USC_REGISTRATIONAUTH,MWD_DATEVALID,MWD_DISABLE,MWD_ESSAI,MWP_BLOCAGE,ET_LIBELLE,UG_LIBELLE FROM UTILISAT LEFT OUTER JOIN UTILISATCOMPL ON US_UTILISATEUR = USC_UTILISATEUR  LEFT OUTER JOIN MPERSPWD ON US_UTILISATEUR = MWD_PERSONNE  AND  MWD_TYPEPERSONNE = @param0  LEFT OUTER JOIN USERGRP ON US_GROUPE = UG_GROUPE  LEFT OUTER JOIN MPARAMPWD ON UG_STRATEGIE = MWP_STRATEGIE  LEFT OUTER JOIN ETABLISS ON USC_ETABLISSEMENT = ET_ETABLISSEMENT  WHERE  US_UTILISATEUR = @param1"
"07/03/2025 23:37:02.133 | 211993269426855 | 146 | STUDIOF_PRD | INF | STUDIOF_PRD\POS083C2 | Cegid.Framework.Data | SqlService | [PGI]  SELECT US_UTILISATEUR,US_LIBELLE,US_GROUPE,US_ABREGE,US_DOMAINEAUTHENT,US_EMAIL,US_SUPERVISEUR,US_FONCTION,US_PRESENT,US_DESACTIVE,US_DATECONNEXION,US_IDEMPOTENCYID,USC_ETABLISSEMENT,USC_DEPOT,USC_DOMAINE,USC_PRFCULTUREL,USC_PRFCULTURELFO,USC_IMPRIMANTE,USC_AFFINDIC,USC_AFFTACHE,USC_RESTR0,USC_RESTR1,USC_RESTR7,USC_RESTR9,USC_RESTR2,USC_RESTR3,USC_RESTR5,USC_RESTR8,USC_RESTR6,USC_RESTR4,USC_PROFILRESCLI,USC_DOMAINES,USC_DOMAINESMODIF,USC_GRPDEMARQUELST,USC_FAMILLECOND,USC_FAMILLE3,USC_FAMILLE4,USC_FAMILLE5,USC_FAMILLE6,USC_FAMILLE12,USC_FAMILLE7,USC_FAMILLE8,USC_FAMILLE9,USC_FAMILLE10,USC_FAMILLE11,USC_TARIFACH,USC_TARIFVTEHT,USC_TARIFVTETTC,USC_PRGTARIFACH,USC_PRGTARIFVTEHT,USC_PRGTARIFVTETTC,USC_USECLASSIFART,USC_CLASSIFART,USC_USECLASSIFCLI,USC_CLASSIFCLI,USC_USECHPSART,USC_CHPSART,USC_USECHPSCLI,USC_CHPSCLI,USC_USECHPSFOU,USC_CHPSFOU,USC_USECHPSETA,USC_CHPSETA,USC_USECHPSCOM,USC_CHPSCOM,USC_USECHPSSAV,USC_CHPSSAV,USC_USECHPSDOC,USC_CHPSDOC,USC_LIBREUSER1,USC_LIBREUSER2,USC_LIBREUSER3,USC_DATEEXPIRE,USC_ANNUAIREEXT,USC_ANNUAIREEXTDET,USC_CASHIERROLE,USC_SALESPERSONROLE,USC_SALESPERSONID,USC_IMMUTABLEID,USC_REGISTRATIONAUTH,MWD_DATEVALID,MWD_DISABLE,MWD_ESSAI,MWP_BLOCAGE,ET_LIBELLE,UG_LIBELLE FROM UTILISAT LEFT OUTER JOIN UTILISATCOMPL ON US_UTILISATEUR = USC_UTILISATEUR  LEFT OUTER JOIN MPERSPWD ON US_UTILISATEUR = MWD_PERSONNE  AND  MWD_TYPEPERSONNE = @param0  LEFT OUTER JOIN USERGRP ON US_GROUPE = UG_GROUPE  LEFT OUTER JOIN MPARAMPWD ON UG_STRATEGIE = MWP_STRATEGIE  LEFT OUTER JOIN ETABLISS ON USC_ETABLISSEMENT = ET_ETABLISSEMENT  WHERE  US_UTILISATEUR = @param1"
"07/03/2025 23:37:03.294 | 211993280955214 | 178 | STUDIOF_PRD | INF | STUDIOF_PRD\pos539c1 | Cegid.Framework.Data | SqlService | [PGI]  SELECT US_UTILISATEUR,US_LIBELLE,US_GROUPE,US_ABREGE,US_DOMAINEAUTHENT,US_EMAIL,US_SUPERVISEUR,US_FONCTION,US_PRESENT,US_DESACTIVE,US_DATECONNEXION,US_IDEMPOTENCYID,USC_ETABLISSEMENT,USC_DEPOT,USC_DOMAINE,USC_PRFCULTUREL,USC_PRFCULTURELFO,USC_IMPRIMANTE,USC_AFFINDIC,USC_AFFTACHE,USC_RESTR0,USC_RESTR1,USC_RESTR7,USC_RESTR9,USC_RESTR2,USC_RESTR3,USC_RESTR5,USC_RESTR8,USC_RESTR6,USC_RESTR4,USC_PROFILRESCLI,USC_DOMAINES,USC_DOMAINESMODIF,USC_GRPDEMARQUELST,USC_FAMILLECOND,USC_FAMILLE3,USC_FAMILLE4,USC_FAMILLE5,USC_FAMILLE6,USC_FAMILLE12,USC_FAMILLE7,USC_FAMILLE8,USC_FAMILLE9,USC_FAMILLE10,USC_FAMILLE11,USC_TARIFACH,USC_TARIFVTEHT,USC_TARIFVTETTC,USC_PRGTARIFACH,USC_PRGTARIFVTEHT,USC_PRGTARIFVTETTC,USC_USECLASSIFART,USC_CLASSIFART,USC_USECLASSIFCLI,USC_CLASSIFCLI,USC_USECHPSART,USC_CHPSART,USC_USECHPSCLI,USC_CHPSCLI,USC_USECHPSFOU,USC_CHPSFOU,USC_USECHPSETA,USC_CHPSETA,USC_USECHPSCOM,USC_CHPSCOM,USC_USECHPSSAV,USC_CHPSSAV,USC_USECHPSDOC,USC_CHPSDOC,USC_LIBREUSER1,USC_LIBREUSER2,USC_LIBREUSER3,USC_DATEEXPIRE,USC_ANNUAIREEXT,USC_ANNUAIREEXTDET,USC_CASHIERROLE,USC_SALESPERSONROLE,USC_SALESPERSONID,USC_IMMUTABLEID,USC_REGISTRATIONAUTH,MWD_DATEVALID,MWD_DISABLE,MWD_ESSAI,MWP_BLOCAGE,ET_LIBELLE,UG_LIBELLE FROM UTILISAT LEFT OUTER JOIN UTILISATCOMPL ON US_UTILISATEUR = USC_UTILISATEUR  LEFT OUTER JOIN MPERSPWD ON US_UTILISATEUR = MWD_PERSONNE  AND  MWD_TYPEPERSONNE = @param0  LEFT OUTER JOIN USERGRP ON US_GROUPE = UG_GROUPE  LEFT OUTER JOIN MPARAMPWD ON UG_STRATEGIE = MWP_STRATEGIE  LEFT OUTER JOIN ETABLISS ON USC_ETABLISSEMENT = ET_ETABLISSEMENT  WHERE  US_UTILISATEUR = @param1"
"07/03/2025 23:37:05.005 | 211993298104763 | 178 | STUDIOF_PRD | INF | STUDIOF_PRD\POS125C2 | Cegid.Framework.Data | SqlService | [PGI]  SELECT US_UTILISATEUR,US_LIBELLE,US_GROUPE,US_ABREGE,US_DOMAINEAUTHENT,US_EMAIL,US_SUPERVISEUR,US_FONCTION,US_PRESENT,US_DESACTIVE,US_DATECONNEXION,US_IDEMPOTENCYID,USC_ETABLISSEMENT,USC_DEPOT,USC_DOMAINE,USC_PRFCULTUREL,USC_PRFCULTURELFO,USC_IMPRIMANTE,USC_AFFINDIC,USC_AFFTACHE,USC_RESTR0,USC_RESTR1,USC_RESTR7,USC_RESTR9,USC_RESTR2,USC_RESTR3,USC_RESTR5,USC_RESTR8,USC_RESTR6,USC_RESTR4,USC_PROFILRESCLI,USC_DOMAINES,USC_DOMAINESMODIF,USC_GRPDEMARQUELST,USC_FAMILLECOND,USC_FAMILLE3,USC_FAMILLE4,USC_FAMILLE5,USC_FAMILLE6,USC_FAMILLE12,USC_FAMILLE7,USC_FAMILLE8,USC_FAMILLE9,USC_FAMILLE10,USC_FAMILLE11,USC_TARIFACH,USC_TARIFVTEHT,USC_TARIFVTETTC,USC_PRGTARIFACH,USC_PRGTARIFVTEHT,USC_PRGTARIFVTETTC,USC_USECLASSIFART,USC_CLASSIFART,USC_USECLASSIFCLI,USC_CLASSIFCLI,USC_USECHPSART,USC_CHPSART,USC_USECHPSCLI,USC_CHPSCLI,USC_USECHPSFOU,USC_CHPSFOU,USC_USECHPSETA,USC_CHPSETA,USC_USECHPSCOM,USC_CHPSCOM,USC_USECHPSSAV,USC_CHPSSAV,USC_USECHPSDOC,USC_CHPSDOC,USC_LIBREUSER1,USC_LIBREUSER2,USC_LIBREUSER3,USC_DATEEXPIRE,USC_ANNUAIREEXT,USC_ANNUAIREEXTDET,USC_CASHIERROLE,USC_SALESPERSONROLE,USC_SALESPERSONID,USC_IMMUTABLEID,USC_REGISTRATIONAUTH,MWD_DATEVALID,MWD_DISABLE,MWD_ESSAI,MWP_BLOCAGE,ET_LIBELLE,UG_LIBELLE FROM UTILISAT LEFT OUTER JOIN UTILISATCOMPL ON US_UTILISATEUR = USC_UTILISATEUR  LEFT OUTER JOIN MPERSPWD ON US_UTILISATEUR = MWD_PERSONNE  AND  MWD_TYPEPERSONNE = @param0  LEFT OUTER JOIN USERGRP ON US_GROUPE = UG_GROUPE  LEFT OUTER JOIN MPARAMPWD ON UG_STRATEGIE = MWP_STRATEGIE  LEFT OUTER JOIN ETABLISS ON USC_ETABLISSEMENT = ET_ETABLISSEMENT  WHERE  US_UTILISATEUR = @param1"
